invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I338670,C123789,Shoes,5,3000.85,24-04-2022,Kanyon
I709841,C956638,Clothing,3,900.24,16-09-2022,Metropol AVM
I160757,C712134,Shoes,4,2400.68,03-29-2022, METROPOL AVM 
I197661,C319846,Clothing,3,900.24,05-02-2023,Istinye Park
I243169,C138512,Shoes,4,2400.68,20-12-2022,Kanyon
I310698,C129989,Clothing,3,900.24,24-05-2022,Emaar Square Mall
I317179,C143006,,1,300.08,28-09-2022,Mall of Istanbul
I215776,C339415,Cosmetics,1,40.66,31-10-2021,Metrocity
I953683,C271156,Food & Beverage,3,15.69,22-07-2021,Metrocity
I253819,C155683,Cosmetics,2,81.32,03-04-2021,Istinye Park
I334636,C286699,Clothing,3,900.24,24-10-2022,Cevahir AVM
I223090,C224648,Food & Beverage,1,5.23,16-10-2021,Istinye Park
I178737,C328838,Food & Beverage,1,5.23,12-11-2021,Metrocity
I225856,C859145,Technology,1,1050.0,03.12.2022,Viaport Outlet
I276091,C774169,Clothing,2,600.16,10-02-2022, ISTINYE PARK 
I109850,C285905,TOYS,4,143.36,25-01-2022,Mall of Istanbul
I353272,C199311,Clothing,1,300.08,29-07-2021,Istinye Park
I254951,C273396,Clothing,3,900.24,05-05-2022,Istinye Park
I304264,C957292,Cosmetics,4,162.64,15-12-2021,Kanyon
I331715,C222390,Books,,45.45,09-05-2022,Zorlu Center
I714033,C399819,Souvenir,4,46.92,13-01-2021, FORUM ISTANBUL 
I840688,C322321,Toys,5,$179.2,02-05-2022,Viaport Outlet
I497364,C268620,Clothing,1,300.08,05-03-2021,Viaport Outlet
I146349,C247966,Clothing,3,900.24,01-01-2023,Istinye Park
I357058,C111396,Cosmetics,4,$162.64,13-08-2021,Istinye Park
I259888,C207748,Clothing,3,900.24,15-11-2021,Mall of Istanbul
I200326,C351395,Cosmetics,2,81.32,26-09-2022,Kanyon
I147099,C318440,Toys,2,71.68,30-05-2022,Kanyon
I816002,C288060,Cosmetics,2,81.32,Mar 13 2021,Mall of Istanbul
I306960,C222309,Clothing,5,1500.4,2023-02-21,Metrocity
I621535,C199831,Clothing,1,300.08,25-04-2022, METROPOL AVM 
I173691,C201377,Food & Beverage,5,26.15,01-06-2021,Mall of Istanbul
I322833,C703515,Shoes,2,1200.34,16-11-2021,Mall of Istanbul
I207805,C182594,Shoes,5,3000.85,2022-12-23,Mall of Istanbul
I175131,C799132,Cosmetics,2,81.32,26-05-2022,Metrocity
I332665,C183073,Clothing,1,300.08,07.07.2021,Viaport Outlet
I255232,C656662,Food & Beverage,4,20.92,24-07-2022,Kanyon
I167974,C319014,Food & Beverage,3,15.69,09-07-2022,
I201148,C206388,Food & Beverage,4,20.92,25-01-2022,Mall of Istanbul
I364887,C172970,food & beverage,5,26.15,22-09-2021,Kanyon
I318357,C282895,Clothing,4,1200.32,25-05-2021,Zorlu Center
I314239,C476991,Clothing,3,900.24,28-09-2021,Mall of Istanbul
I283887,C256998,Souvenir,1,11.73,10-01-2022,Kanyon
I158936,C130948,Food & Beverage,4,20.92,13-04-2022,Viaport Outlet
I324625,C789110,Food & Beverage,4, 20.92 ,17-04-2022,Mall of Istanbul
I315336,C128379,Shoes,5,3000.85,05-08-2021,Kanyon
I124971,C184856,,5,3000.85,04-06-2022,Metrocity
I315300,C493291,Souvenir,3,35.19,23-06-2022,Metrocity
I314065,C153598,Cosmetics,5,203.3,12-03-2022,Istinye Park
I238021,C876373,Cosmetics,5,203.3,29-04-2022,Mall of Istanbul
I327955,C807664,Books,3,45.45,30-09-2022,Kanyon
I601879,C813250,Cosmetics,2,81.32,05-07-2022,Metrocity
I107172,C867214,  Cosmetics  ,3,"121,98",18-12-2021,Cevahir AVM
I166360,C221735,Clothing,1,300.08,12-05-2022,Viaport Outlet
I988590,C274114,Clothing,5,"1500,4",06.06.2022,Cevahir AVM
I351539,C450176,Clothing,4,1200.32,25-11-2022,Istinye Park
I145206,C329890,Food & Beverage,4,20.92,06-05-2022,Viaport Outlet
I152620,C142036,Food & Beverage,1,5.23,25-11-2021,Kanyon
I200205,C292556,Clothing,1,300.08,19-12-2022,Kanyon
I171166,C765018,Clothing,1,300.08,2022-04-17,Forum Istanbul
I534715,C332246,Toys,2,71.68,22-05-2021,Mall of Istanbul
I321670,C805090,Clothing,3,900.24,06-03-2021, ISTINYE PARK 
I767351,C118920,Clothing,5,1500.4,02-14-2021,Emaar Square Mall
I216819,C105524,Food & Beverage,5,26.15,10-09-2021,Kanyon
I212524,C159112,Food & Beverage,2,$10.46,07-08-2022,Metrocity
I275780,C321332,Toys,1,35.84,08-09-2022,Metrocity
I166325,C309378,Clothing,1,300.08,08-08-2022,Kanyon
I267582,C316390,Souvenir,3,35.19,21-02-2023,Kanyon
I836924,C630290,Clothing,1,300.08,2022-05-20,Mall of Istanbul
I251243,C237464,Clothing,2,600.16,05-24-2021, MALL OF ISTANBUL 
I108444,C485722,Technology,2,2100.0,16/06/2022,Forum Istanbul
I306720,C258493,Shoes,2,1200.34,10-10-2021,Metropol AVM
I337731,C163224,Shoes,2,1200.34,08-04-2022,Emaar Square Mall
I154245,C526228,Cosmetics,5,203.3,09-10-2022,Mall of Istanbul
I408917,C110880,Cosmetics,3,121.98,2021-11-14,Metropol AVM
I209900,C488714,Books,5,75.75,01-03-2021,Istinye Park
I323579,C202683,Clothing,1,300.08,01-10-2023,Mall of Istanbul
I732042,C185443,Clothing,5,-1500.4,13-09-2022,Mall of Istanbul
I115390,C224154,Shoes,5,3000.85,08-06-2022,Istinye Park
I898335,C212461,Clothing,5,1500.4,01.11.2021,Emaar Square Mall
I784365,C223208,Food & Beverage,2,10.46,11-10-2022,Metrocity
I100419,C937473,Souvenir,2,23.46,21-04-2022,Mall of Istanbul
I125803,C780116,Cosmetics,3,121.98,06-01-2023,Viaport Outlet
I198722,C342595,Souvenir,5,58.65,01-01-2021,Zorlu Center
I793984,C170390,Clothing,3,900.24,03-04-2021,Metrocity
I602001,C779834,Clothing,5,1500.4,17-06-2022,Cevahir AVM
I322302,C142907,Technology,2,2100.0,17-08-2022,Kanyon
I394400,C239920,Clothing,4,1200.32,31-10-2021,Viaport Outlet
I201645,C175176,Toys,2,71.68,25.01.2023,Mall of Istanbul
I134737,C952658,Toys,1,35.84,2022-09-23,
I146611,C332580,Food & Beverage,1,5.23,15-12-2021,Mall of Istanbul
I257490,C285706,Shoes,2,1200.34,10-08-2022,Kanyon
I204539,C158822,Clothing,5,1500.4,19-05-2022,Metrocity
I977482,C254066,Clothing,2,600.16,26-12-2021,Istinye Park
I832339,C287740,Shoes,two,3000.85,14-06-2021,
I974925,C521637,Cosmetics,2,81.32,12-11-2022,Zorlu Center
I145043,C128994,Clothing,1,300.08,06-07-2022,Metrocity
I323275,C963408,Shoes,2,1200.34,21-12-2022,Mall of Istanbul
I227963,C887010,Food & Beverage,4,20.92,21-07-2021,Mall of Istanbul
I280630,C142864,Food & Beverage,1,5.23,31-07-2022,
I574286,C542805,Shoes,3,1800.51,19/08/2022,Mall of Istanbul
I290885,C168985,Shoes,1,600.17,14-08-2022,Mall of Istanbul
I296301,C814972,Toys,-2.0,71.68,Feb 03 2022,Forum Istanbul
I263626,C230937,Clothing,2, 600.16 ,29.11.2022,Forum Istanbul
I285735,C384060,Clothing,3,900.24,09.11.2021,Cevahir AVM
I217934,C239460,Clothing,3,900.24,Oct 14 2022,Zorlu Center
I148876,C175947,Clothing,4,1200.32,Mar 02 2023,Cevahir AVM
I280735,C226447,Clothing,1,300.08,27-03-2022,
I314934,C221833,Clothing,2, 600.16 ,14-02-2023,Metropol AVM
I603214,C246650,Clothing,2,600.16,06-11-2022,Istinye Park
I332834,C136687,Food & Beverage,4,20.92,2021-06-01,Metropol AVM
I311286,C249203,Books,1,15.15,24-04-2022,Mall of Istanbul
I796729,C324214,Technology,3,3150.0,16-01-2022,Kanyon
I326889,C337317,Cosmetics,5, 203.3 ,20-11-2021,Emaar Square Mall
I957809,C322059,Clothing,1,300.08,05-10-2022,Metrocity
I114555,C949528,Clothing,5,1500.4,23-07-2021,Metropol AVM
I875023,C329894,Clothing,1,300.08,26-09-2021,Mall of Istanbul
I156250,C305027,Technology,-5.0,-5250.0,06-10-2022,Metropol AVM
I290806,C285399,souvenir,5,58.65,10-03-2022,Kanyon
I507560,C186045,Toys,2,71.68,04-06-2022,Kanyon
I740896,C296064,Shoes,1,600.17,15-11-2022,Kanyon
I157388,C220723,Food & Beverage,3,15.69,08-03-2022,Metrocity
I689213,C697262,Souvenir,1,11.73,14-03-2022,Emaar Square Mall
I133324,C886341,Clothing,5,1500.4,17-05-2022,Mall of Istanbul
I208186,C614436,Clothing,4,1200.32,19-10-2021,Zorlu Center
I494653,C280543,Cosmetics,2,81.32,22.02.2023,Forum Istanbul
I129798,C829628,Clothing,3,"900,24",21-05-2021,Kanyon
I225970,C110185,  Clothing  ,4,1200.32,12-11-2021,Viaport Outlet
I331642,C205262,Souvenir,5,58.65,26-11-2021,Emaar Square Mall
I312730,C277415,Clothing,1,300.08,07-01-2022,Istinye Park
I246745,C194081,Books,3,45.45,01-01-2022,Kanyon
I149942,C498764,Clothing,2,600.16,04-19-2021,Forum Istanbul
I310754,C195194,Food & Beverage,4,20.92,28-05-2022,Mall of Istanbul
I186251,C371156,Toys,3,107.52,12-01-2021,Mall of Istanbul
I258313,C784762,Souvenir,2,23.46,05-01-2022,Istinye Park
I263887,C110815,Cosmetics,4,162.64,27-12-2022,Forum Istanbul
I143676,C185083,Cosmetics,5,203.3,12-02-2022,Metropol AVM
I312879,C237432,Toys,4,143.36,24-05-2021,Mall of Istanbul
I306017,C212073,Toys,4,143.36,16-12-2022,Metropol AVM
I960844,C300198,food & beverage,3,15.69,15-10-2021,Kanyon
I830231,C287804,Toys,3,107.52,13-01-2022,Metrocity
I386363,C998754,,2,30.3,05-09-2022,Cevahir AVM
I107519,C381213,Food & Beverage,1,5.23,03.07.2022,Istinye Park
I217458,C139155,Clothing,1,300.08,05-07-2021,Metropol AVM
I240922,C183416,Clothing,4,1200.32,2021-12-01,Mall of Istanbul
I165582,C224955,Cosmetics,5,203.3,03-01-2023,Mall of Istanbul
I300455,C239208,Clothing,1,300.08,28-09-2021,
I710902,C270843,Shoes,3,1800.51,14-04-2021,Mall of Istanbul
I442089,C921852,Clothing,2,600.16,02-02-2022,Istinye Park
I302575,C101527,Toys,-1.0,35.84,16-03-2021,Metrocity
I262057,C131789,shoes,1,600.17,12-11-2021,Mall of Istanbul
I248724,C244475,Clothing,4,1200.32,02.12.2021,Metropol AVM
I189990,C291880,Food & Beverage,3,15.69,21-12-2021,Kanyon
I826936,C929807,Food & Beverage,1,5.23,25/09/2022,Zorlu Center
I215190,C327155,Food & Beverage,two,20.92,14-11-2021,Zorlu Center
I275188,C239257,Books,2,30.3,13-07-2021,Viaport Outlet
I325758,C293909,Food & Beverage,3,15.69,2021-05-05,Kanyon
I603290,C123217,Cosmetics,2,81.32,13-06-2022,Mall of Istanbul
I247506,C224480,Food & Beverage,5,-26.15,26-06-2021,Mall of Istanbul
I125944,C295412,Souvenir,2,23.46,02-05-2021,Zorlu Center
I818684,C303504,Clothing,2,600.16,01-09-2021,Emaar Square Mall
I197141,C326006,Cosmetics,5,203.3,08-02-2023, VIAPORT OUTLET 
I457083,C276367,Food & Beverage,3,15.69,06-01-2023,Istinye Park
I255855,C122540,Clothing,1,300.08,25-06-2022,Kanyon
I252833,C506379,,3,900.24,03/12/2021,Istinye Park
I384575,C105509,Cosmetics,5,203.3,14-08-2022,Mall of Istanbul
I227761,C243743,Food & Beverage,5,26.15,22-12-2022,Mall of Istanbul
I260761,C155233,Food & Beverage,3,15.69,08-03-2021,Zorlu Center
I262474,C190938,Clothing,4,1200.32,23-12-2021,Forum Istanbul
I228814,C829745,Clothing,1, 300.08 ,12-12-2021,Cevahir AVM
I226507,C269580,Food & Beverage,3,15.69,21-01-2023,Metropol AVM
I116368,C430223,Toys,1,35.84,30-12-2022,Mall of Istanbul
I188480,C886989,Clothing,,1200.32,Oct 20 2021,Metrocity
I121710,C127303,Clothing,1,300.08,21-05-2022,Metrocity
I790232,C120725,Books,4,$60.6,01-06-2021,Metrocity
I873550,C241945,Toys,4,143.36,26-03-2021,Viaport Outlet
I224725,C231132,Cosmetics,3,121.98,05.04.2021,Metropol AVM
I217676,C137742,Shoes,4,2400.68,30-09-2022,Kanyon
I168857,C313368,Clothing,4,1200.32,17-05-2021,Emaar Square Mall
I551100,C101420,Clothing,3,900.24,04-12-2021,Kanyon
I244407,C342697,Clothing,3,900.24,03-01-2023,Cevahir AVM
I146839,C295849,Shoes,4,2400.68,10-03-2021,Zorlu Center
I296075,C995115,Shoes,2,1200.34,26-10-2021,Emaar Square Mall
I258170,C160792,Clothing,1,300.08,23-11-2022,Kanyon
I284350,C118567,Books,2,30.3,May 15 2022,Kanyon
I129132,C214699,Food & Beverage,5, 26.15 ,15-01-2022,Kanyon
I155235,C208265,Clothing,3,900.24,Mar 03 2022,Forum Istanbul
I535620,C313260,Clothing,5,1500.4,05-02-2023,Viaport Outlet
I766253,C335044,Shoes,5,3000.85,01-11-2021,Istinye Park
I535777,C244020,Clothing,3,900.24,27-12-2021,Metropol AVM
I167111,C221713,Shoes,3,1800.51,07-10-2022, KANYON 
I416574,C300128,Cosmetics,5,203.3,05-09-2021,Cevahir AVM
I229772,C308838,Cosmetics,1,40.66,03-05-2021,Metrocity
I983242,C199883,Toys,1,35.84,2021-08-22,Kanyon
I184311,C843851,Souvenir,4,46.92,26-10-2022,Forum Istanbul
I270353,C167171,Clothing,5,1500.4,16-09-2022,Metrocity
I242626,C398661,Clothing,1,300.08,07-06-2021,Cevahir AVM
I225137,C104950,Shoes,3,1800.51,25-09-2021,Metrocity
I642019,C231789,Clothing,3,900.24,11-09-2021,Metrocity
I303649,C320189,Books,2,30.3,06-02-2021,Metropol AVM
I320807,C316192,Shoes,5,3000.85,28/02/2023,Viaport Outlet
I117787,C403180,Clothing,2,600.16,Jan 19 2023,Istinye Park
I115375,C976297,Clothing,3,900.24,05-25-2022,Metropol AVM
I200211,C404594,Food & Beverage,5,26.15,Jan 04 2022,Kanyon
I105709,C256895,Clothing,3,900.24,09-07-2022,Emaar Square Mall
I992506,C119920,Books,5,75.75,02-11-2021,Metrocity
I695440,C114585,Shoes,3,1800.51,08-10-2021,Mall of Istanbul
I688979,C898264,Clothing,2,600.16,09-03-2021,Kanyon
I222861,C242540,Shoes,5,3000.85,10-09-2022,Mall of Istanbul
I135158,C138747,Shoes,2,1200.34,28-05-2021,Zorlu Center
I332704,C307594,Food & Beverage,4,20.92,04-10-2021,Mall of Istanbul
I478671,C951340,Souvenir,2,23.46,09-06-2022,Zorlu Center
I233987,C220604,Cosmetics,1,40.66,12-29-2021,Kanyon
I420674,C557365,Clothing,4,1200.32,11-06-2021,Istinye Park
I723638,C739178,  Clothing  ,2,600.16,25-08-2021,Kanyon
I718143,C249838,cosmetics,4,162.64,06-02-2021,Istinye Park
I143970,C217627,  Clothing  ,,600.16,16-07-2022,Istinye Park
I259168,C228047,Toys,5,179.2,11.04.2022,Kanyon
I229885,C162378,Cosmetics,2,81.32,24-10-2022,Metrocity
I273497,C200901,Technology,2,2100.0,11-02-2022,Istinye Park
I122359,C561919,Clothing,3,900.24,2021-03-02,Mall of Istanbul
I111393,C401237,Toys,3,$107.52,04.01.2022,Kanyon
I306332,C726598,Shoes,2,1200.34,26-08-2022,Kanyon
I113264,C238531,Shoes,5,3000.85,28/09/2021,Kanyon
I630852,C240339,  Food & Beverage  ,2,10.46,14-12-2022,Forum Istanbul
I102799,C704920,Shoes,5,3000.85,20-04-2021,Viaport Outlet
I221088,C111789,Technology,3,3150.0,04-10-2021,Kanyon
I156013,C300003,Clothing,3,900.24,26.08.2021,Mall of Istanbul
I231679,C189222,Toys,2,71.68,28-02-2022,Metrocity
I314068,C493304,Cosmetics,2,81.32,25-05-2022,Kanyon
I246756,C721528,Clothing,3,900.24,16-04-2022,Forum Istanbul
I145982,C133792,TECHNOLOGY,2,2100.0,02-01-2021,Mall of Istanbul
I274049,C241303,Books,1,15.15,11-06-2021,Mall of Istanbul
I728374,C164720,Clothing,3,900.24,18/07/2022,Metrocity
I224706,C163838,Toys,1,35.84,22-03-2022,Metropol AVM
I525385,C936168,Clothing,1,300.08,23.08.2021,Metrocity
I152901,C948614,Souvenir,3,35.19,08.12.2022,Metrocity
I106722,C256873,Shoes,3,1800.51,28-12-2021,Emaar Square Mall
I287612,C175576,Clothing,2,600.16,26-10-2021,Mall of Istanbul
I282353,C174529,Cosmetics,4,162.64,02-28-2022,Forum Istanbul
I899985,C270589,Clothing,1,300.08,14-01-2021,Metrocity
I238334,C281947,CLOTHING,4,1200.32,04-01-2022, MALL OF ISTANBUL 
I135939,C211085,Clothing,3,"900,24",01-11-2022,Metrocity
I293694,C336846,Clothing,5,1500.4,12-04-2021,Emaar Square Mall
I188603,C468722,Books,5,75.75,22/11/2022,Mall of Istanbul
I912914,C336976,Clothing,2,600.16,23-05-2022,Mall of Istanbul
I123112,C310649,Clothing,1,300.08,02-05-2021, KANYON 
I222750,C931170,Cosmetics,3,121.98,18-01-2022,Kanyon
I458380,C211374,Clothing,3,900.24,02-03-2021,Viaport Outlet
I628417,C202229,Food & Beverage,2,10.46,30-07-2022,Mall of Istanbul
I556808,C138866,Clothing,5,1500.4,09-01-2021,Kanyon
I166066,C284727,Cosmetics,3,121.98,04-03-2023,Cevahir AVM
I153666,C242011,Cosmetics,1,40.66,Nov 22 2022,Forum Istanbul
I226972,C214393,Food & Beverage,2,10.46,08-10-2021,
I864060,C257531,Souvenir,4,46.92,11-02-2022,Cevahir AVM
I182553,C248637,Books,3,45.45,13-08-2021,Kanyon
I240625,C249554,Clothing,3,900.24,Feb 13 2021,Mall of Istanbul
I888137,C134013,Cosmetics,2,81.32,01-12-2022,Mall of Istanbul
I218290,C159145,COSMETICS,5,203.3,Dec 24 2021,Metropol AVM
I972991,C238764,Clothing,2,600.16,05-02-2023,Kanyon
I267354,C372768,Clothing,5,1500.4,2022-08-19,Zorlu Center
I117567,C204572,Souvenir,4,46.92,18-01-2022,Kanyon
I331511,C598460,Souvenir,5,58.65,30.07.2021,Metrocity
I741279,C478109,Toys,2,71.68,20-04-2022,Cevahir AVM
I155060,C100367,Souvenir,1,11.73,28-02-2023,Forum Istanbul
I766569,C123885,  Clothing  ,5,1500.4,28-11-2022,Emaar Square Mall
I149176,C150373,Food & Beverage,?,10.46,12-02-2023,Zorlu Center
I124087,C314041,Toys,5,179.2,20-08-2022,Mall of Istanbul
I505296,C310303,Clothing,3,900.24,29-01-2022,Cevahir AVM
I266816,C327129,Cosmetics,3,121.98,10.07.2021,Zorlu Center
I824035,C111123,Cosmetics,3,121.98,20-08-2022,Mall of Istanbul
I223659,C321229,Technology,5,5250.0,27-04-2021,Kanyon
I147920,C157725,Cosmetics,1,40.66,04-07-2022,Metropol AVM
I206989,C191607,Books,1,15.15,14-07-2021,Mall of Istanbul
I174307,C167546,Toys,3,107.52,09-01-2021,
I134807,C528654,Clothing,5,1500.4,04-09-2021,Cevahir AVM
I325687,C134839,Food & Beverage,5,26.15,26-04-2021,Metrocity
I930775,C178120,Food & Beverage,3,15.69,13.10.2022,Forum Istanbul
I258185,C237435,Cosmetics,3,121.98,31/01/2022,Metropol AVM
I327762,C775268,Cosmetics,2,81.32,14-04-2021,Metrocity
I315074,C204644,Food & Beverage,5,26.15,04-07-2022,Mall of Istanbul
I256952,C951516,Shoes,2,1200.34,2023-01-04,Mall of Istanbul
I761239,C161242,Clothing,3,900.24,06-06-2022,Mall of Istanbul
I313731,C300637,Clothing,2,600.16,09/04/2021,Kanyon
I226779,C280851,Food & Beverage,2,10.46,02-10-2022,Cevahir AVM
I263917,C785898,Clothing,5,1500.4,04-07-2021,Forum Istanbul
I247882,C119431,Cosmetics,3,121.98,05-04-2022,Mall of Istanbul
I198546,C685182,Clothing,5,1500.4,30-01-2022,Cevahir AVM
I118832,C984696,Clothing,4,1200.32,03-01-2021,Mall of Istanbul
I935308,C331782,,1,300.08,23-03-2021,Kanyon
I721637,C309333,Technology,4,$4200.0,22-08-2022,Emaar Square Mall
I836755,C271121,Shoes,5,3000.85,Oct 15 2022,Kanyon
I171630,C226481,Toys,5,179.2,10-02-2021,Cevahir AVM
I469863,C641388,Shoes,4,"2400,68",05-04-2021,Viaport Outlet
I857105,C446826,Souvenir,3,35.19,11-11-2021, METROCITY 
I207037,C301702,,4,20.92,2021-07-28,Metropol AVM
I303644,C125625,Souvenir,2,23.46,2021-08-20,Kanyon
I759200,C448659,Clothing,1,300.08,25-12-2021,Kanyon
I219044,C172506,Cosmetics,1,40.66,18-08-2021,Kanyon
I952049,C255199,Clothing,5,1500.4,24-01-2022,Forum Istanbul
I244542,C748150,  Clothing  ,2,600.16,12.08.2021,Mall of Istanbul
I204824,C940608,Shoes,1,600.17,05-12-2022,Metropol AVM
I258162,C258414,Cosmetics,,40.66,22-11-2021,Istinye Park
I277258,C206029,Books,1,15.15,07.05.2022,Metrocity
I209353,C159818,Food & Beverage,1,5.23,03.01.2023,
I904786,C508357,Toys,1,35.84,19-10-2022,Mall of Istanbul
I199018,C308463,Shoes,5,3000.85,25-03-2021,Metrocity
I281647,C209472,Food & Beverage,,5.23,02-06-2021,Kanyon
I291811,C846426,Toys,3,107.52,02-02-2023,Metrocity
I236411,C836593,Food & Beverage,5,26.15,31-12-2022,Kanyon
I126825,C202363,Clothing,1,300.08,28-04-2022,Metrocity
I212244,C208972,Cosmetics,2,$81.32,22-08-2021,Metrocity
I204225,C212811,Food & Beverage,5,26.15,09-03-2021,Kanyon
I174893,C225194,Shoes,2,"1200,34",Dec 29 2021,Mall of Istanbul
I244827,C269525,Toys,5,179.2,15-05-2021,Kanyon
I146408,C146687,Food & Beverage,4,20.92,14-12-2021,Kanyon
I718529,C801388,Shoes,3,1800.51,24-04-2022,Mall of Istanbul
I181666,C573797,Shoes,4,2400.68,05-03-2022,Istinye Park
I146743,C161253,Food & Beverage,1,5.23,14-09-2022,Forum Istanbul
I750956,C112498,Cosmetics,2,81.32,20-10-2021,Mall of Istanbul
I113092,C760682,Clothing,3,900.24,16-03-2022,Metropol AVM
I113491,C189253,Toys,3,107.52,13-12-2021,Cevahir AVM
I255422,C213820,Clothing,1,300.08,05-03-2023,Viaport Outlet
I269685,C191760,Souvenir,2,23.46,30-05-2022,Viaport Outlet
I600684,C369057,Shoes,5,3000.85,2022-11-14, FORUM ISTANBUL 
I102845,C175442,SOUVENIR,4,46.92,05-03-2023,Metrocity
I145333,C115185,Toys,2,71.68,03-08-2022,Mall of Istanbul
I280920,C100041,,3,900.24,23-04-2021,Kanyon
I220517,C167795,Clothing,1,300.08,20-03-2022,Mall of Istanbul
I108762,C163975,Clothing,2,$600.16,15-08-2021,Viaport Outlet
I734657,C274819,Technology,3,3150.0,30-07-2021,Zorlu Center
I290833,C492949,Clothing,5,1500.4,23-08-2021,Metrocity
I322897,C872056,Clothing,4,1200.32,18-05-2021,Forum Istanbul
I647907,C110856,Clothing,3,900.24,05-02-2021,Metrocity
I117335,C337618,Shoes,5,3000.85,22-05-2021,Forum Istanbul
I100201,C982027,Souvenir,5,58.65,20-03-2021,Istinye Park
I948662,C116695,Technology,4,4200.0,Apr 15 2022,Metrocity
I784520,C103174,Clothing,4,1200.32,06-03-2023,Metrocity
I737655,C236322,Clothing,3,900.24,12-07-2022,Metropol AVM
I946274,C806853,Shoes,5,3000.85,04-01-2021,Kanyon
I100311,C115462,Clothing,4,1200.32,20-04-2022,Zorlu Center
I668100,C400112,Toys,1,35.84,08-03-2022,Forum Istanbul
I850551,C872314,Toys,5,179.2,12-07-2022,Cevahir AVM
I297614,C324311,Clothing,1,300.08,07-02-2023,Mall of Istanbul
I327336,C100549,Cosmetics,5,203.3,19-12-2022,Kanyon
I338563,C323854,Clothing,5,1500.4,14-11-2022,Mall of Istanbul
I287468,C451852,Technology,3,3150.0,29-09-2022,Mall of Istanbul
I277927,C120276,Toys,2,71.68,06-10-2022,Kanyon
I845356,C133444,Clothing,1,300.08,18-01-2022,Zorlu Center
I304976,C858985,Clothing,2, 600.16 ,14-11-2022,Mall of Istanbul
I307234,C183201,Food & Beverage,4,20.92,08-01-2023,Zorlu Center
I296235,C273813,Clothing,5,1500.4,04-09-2022,Mall of Istanbul
I250399,C669990,Cosmetics,3,$121.98,09-08-2022,Metropol AVM
I821966,C339157,Cosmetics,5,203.3,01-07-2022,Kanyon
I116123,C277766,Cosmetics,2,81.32,24-05-2022,Metrocity
I500907,C989079,Cosmetics,4,162.64,2021-03-26,Metrocity
I757334,C222807,Toys,5,179.2,22-09-2022,Kanyon
I240979,C155647,Clothing,4,1200.32,04-11-2021,Kanyon
I946809,C185156,clothing,4,1200.32,15-12-2022,Metropol AVM
I393140,C148653,Toys,2,71.68,2022-10-02,Cevahir AVM
I219765,C195381,Shoes,-1.0,600.17,01-09-2022,Metrocity
I170338,C209290,Souvenir,5,58.65,May 02 2021,Kanyon
I163449,C251561,Clothing,5,1500.4,23-01-2021,Mall of Istanbul
I586933,C196178,Technology,2,2100.0,24-11-2021,Metropol AVM
I282257,C215300,Souvenir,2,23.46,04-04-2021,Kanyon
I884668,C326251,Technology,1,1050.0,03-08-2022,Emaar Square Mall
I300236,C763874,Cosmetics,1,40.66,04-06-2021,Mall of Istanbul
I355281,C651197,Cosmetics,3,121.98,2021-05-04,Mall of Istanbul
I941003,C290758,Clothing,4,1200.32,05-07-2022,
I337845,C902578,Food & Beverage,2,10.46,13-11-2021,Metrocity
I328359,C162400,Souvenir,5,58.65,12-14-2022,Istinye Park
I488907,C224172,Clothing,1,300.08,25.02.2023,Cevahir AVM
I336082,C316368,Clothing,5,1500.4,26-04-2021,Mall of Istanbul
I215141,C826514,Souvenir,1,11.73,25.01.2022,Kanyon
I237136,C165419,SOUVENIR,3,35.19,24-11-2021, MALL OF ISTANBUL 
I279695,C211848,,1,5.23,Feb 18 2022,Mall of Istanbul
I941755,C118943,Clothing,1, 300.08 ,09-10-2022,Cevahir AVM
I675479,C420960,Food & Beverage,2,10.46,26-01-2023,Metropol AVM
I338770,C234684,Food & Beverage,5,-26.15,17-07-2021,Istinye Park
I318305,C140828,Clothing,1,300.08,19-02-2022,Viaport Outlet
I265559,C232324,Books,1,15.15,18-01-2021,Istinye Park
